Time	Iteration	NumSamples	NumberOfRollouts	MeanAvgOfRewards	MeanSumOfRewards	StdSumOfRewards	MaxSumOfRewards	MinSumOfRewards	MeanRolloutLens	StdRolloutLens	TotalNumberOfSamples	TotalNumberOfRollouts	BestSumOfRewards	stepsize	std	g_norm	ExplainVarianceBefore(AE)	ExplainVarianceAfter(AE)
40.1326105594635	0	16500	33	-1.294861597057579	-647.4307985287893	154.7181396895145	-380.7588657854824	-885.4294634131832	500.0	0.0	33000	66	-647.4307985287893	3.9756034485400975e-05	0.36813694	7121.3237	0.019861766792436786	0.007508649431226977
91.18208146095276	1	16500	33	-1.4125744407218475	-706.2872203609237	73.97706083163347	-579.1568987392029	-861.8206498381371	500.0	0.0	49500	99	-647.4307985287893	2.090334442890106e-05	0.36760822	19046.367	0.23544351280042974	0.8693407780406344
137.44501996040344	2	16561	34	-1.306171611894671	-645.1135826490814	184.328784981099	-37.66376109471244	-963.0397360795412	487.0882352941176	74.17244123029982	66061	133	-645.1135826490814	2.3661810920297474e-05	0.36731097	11521.864	0.8509867288681915	0.8812291601629615
183.61227107048035	3	16500	33	-1.2787076550824785	-639.3538275412393	161.41508537765696	-353.73576914972375	-928.0693994785556	500.0	0.0	82561	166	-639.3538275412393	2.6521008687717106e-05	0.36717945	5341.0854	0.8981515685611329	0.9276367021543418
230.53148341178894	4	16500	33	-1.2864611533226975	-643.2305766613487	156.73875517184703	-373.0566148374071	-1084.1143006369455	500.0	0.0	99061	199	-639.3538275412393	2.8782164024562307e-05	0.36728397	5622.146	0.9316114993343696	0.9725417409731836
277.84909558296204	5	16406	33	-1.3375675870297088	-665.2954569098447	133.23150369631347	-358.39141360939124	-937.9707385739341	497.1515151515151	16.113463619766172	115467	232	-639.3538275412393	3.082187687071507e-05	0.3673863	4895.3022	0.9484129082889323	0.9780939983843704
324.63295888900757	6	16500	33	-1.2672273864650043	-633.6136932325022	152.17097808105632	-356.1609699236194	-960.985264073249	500.0	0.0	131967	265	-633.6136932325022	3.282451716416469e-05	0.367162	3893.0737	0.9506193883929511	0.9728086283121128
370.0347809791565	7	16500	33	-1.3275590169847329	-663.7795084923665	130.03987189096256	-446.0873266053061	-877.0494396781169	500.0	0.0	148467	298	-633.6136932325022	3.4638500152500304e-05	0.36672047	4596.33	0.9623804165281842	0.9824581994542786
415.4062993526459	8	16614	34	-1.319684213821134	-649.3150082350943	173.2988963261888	-105.70734317650668	-1033.453209041474	488.6470588235294	65.21768181069645	165081	332	-633.6136932325022	3.61135906354132e-05	0.3667343	5652.0015	0.9518418331777132	0.9842613723126017
462.1772210597992	9	16637	34	-1.362648494966092	-669.8233246417326	159.40280363702053	-147.57933497200452	-969.7840963675127	489.3235294117647	61.33165413803837	181718	366	-633.6136932325022	3.7293387861388084e-05	0.3662501	4916.159	0.949901588579629	0.9794439457684257
507.14232563972473	10	16656	34	-1.3565562867568794	-667.7339700461512	167.0310232035646	-162.57643998389096	-969.2866810195785	489.88235294117646	58.121457364973	198374	400	-633.6136932325022	3.863854021923807e-05	0.36622173	2897.7578	0.9603353967761803	0.9847614051928035
555.0777196884155	11	16458	34	-1.2168084466682392	-595.7839422299353	156.3201225230584	-159.5771715400876	-899.2668639246328	484.05882352941177	64.12530984971377	214832	434	-595.7839422299353	3.963371744038188e-05	0.36602515	5530.194	0.9528431099075652	0.9836037866041301
600.7532789707184	12	16500	33	-1.306186199862279	-653.0930999311397	133.8852007463046	-363.85499629354416	-852.4346948199343	500.0	0.0	231332	467	-595.7839422299353	4.027362758853495e-05	0.36588573	5498.96	0.92066672793199	0.9834410182286528
647.3754279613495	13	16500	33	-1.3243888428460624	-662.1944214230313	125.80067445189744	-430.0776595902397	-941.8357091199575	500.0	0.0	247832	500	-595.7839422299353	4.110881555649444e-05	0.36604035	5086.429	0.9485474324357002	0.981236575301848
693.1759026050568	14	16649	34	-1.1955490405447549	-588.1150296256844	144.97681431678535	-139.41589634229808	-889.2537315485988	489.6764705882353	59.30416143926023	264481	534	-588.1150296256844	4.191251740692959e-05	0.36618748	3830.9495	0.9245245362637327	0.9782858421798352
741.4865038394928	15	16500	33	-1.23217256362763	-616.0862818138148	123.26786456793391	-381.9783571666554	-910.1297528391784	500.0	0.0	280981	567	-588.1150296256844	4.2756094104357406e-05	0.36642325	4104.3525	0.9478188033631976	0.9865212365700928
787.1314492225647	16	16500	33	-1.3232979784184224	-661.6489892092111	142.4531286096299	-409.3687764267818	-898.6338082224299	500.0	0.0	297481	600	-588.1150296256844	4.3585281510203566e-05	0.36653918	4790.5386	0.944034631403239	0.9851360591138413
833.7028431892395	17	16469	33	-1.3035626141062395	-650.996568527009	160.83378824536635	-351.74102381780284	-993.7059529611404	499.06060606060606	5.314014598007993	313950	633	-588.1150296256844	4.425229680749333e-05	0.36680597	4686.593	0.956539682602574	0.9864685931311665
879.0018589496613	18	16775	34	-1.3529923234924113	-670.8562282715216	137.6920299598295	-234.37056883687646	-909.1144387567588	493.38235294117646	38.0154881020899	330725	667	-588.1150296256844	4.502963076581216e-05	0.36663657	3714.8613	0.9708486463684822	0.9874835038658403
928.4476504325867	19	16500	33	-1.2633273231283761	-631.6636615641883	113.13736021142338	-408.20138190871126	-849.762246532257	500.0	0.0	347225	700	-588.1150296256844	4.572576032344786e-05	0.3665449	3781.0933	0.9538574731279713	0.9885157555533327
976.0265753269196	20	16500	33	-1.2034891629279532	-601.7445814639767	112.57235763819514	-379.71330236483146	-864.242323985266	500.0	0.0	363725	733	-588.1150296256844	4.62728818389832e-05	0.36676317	4316.6323	0.9295679147752467	0.9871917194223121
1023.4291887283325	21	16552	34	-1.2686561689702438	-626.8449979109299	167.07988494224966	-29.53146665886447	-918.8815735308169	486.8235294117647	75.69306075438344	380277	767	-588.1150296256844	4.663491922516961e-05	0.36632982	4919.2847	0.9307673819522071	0.9842202748299897
