Time	Iteration	NumSamples	NumberOfRollouts	MeanAvgOfRewards	MeanSumOfRewards	StdSumOfRewards	MaxSumOfRewards	MinSumOfRewards	MeanRolloutLens	StdRolloutLens	TotalNumberOfSamples	TotalNumberOfRollouts	BestSumOfRewards	stepsize	std	g_norm	ExplainVarianceBefore(AE)	ExplainVarianceAfter(AE)
10.007130861282349	0	2101	67	9.83344344929521	308.49399626634596	102.38448144214729	667.9480283022405	145.6691426053335	31.35820895522388	10.36599131278028	4160	111	308.49399626634596	0.0002889105320620525	0.3582832	1588.8103	0.06671503234719411	0.2401598535483359
16.402926921844482	1	2135	57	9.833193244732419	368.6380377623011	114.35649781763694	684.8879561598146	145.6196207785139	37.45614035087719	11.521254463006807	6295	168	368.6380377623011	0.00026836010083923506	0.35718137	1797.7206	0.2852350827060983	0.459531375341487
22.810330867767334	2	2066	46	9.845862154669351	442.4992734008967	124.4633182884027	751.7271410050358	156.77929583652667	44.91304347826087	12.55046523814005	8361	214	442.4992734008967	0.00023817034479277908	0.36033797	1844.1566	0.4096390017423712	0.5199506970488502
29.2358660697937	3	2130	42	9.837282585833778	499.19741427468813	98.94882885927451	691.8856444243653	303.0042265385548	50.714285714285715	9.895371006027958	10491	256	499.19741427468813	0.00024221589160850848	0.36474177	1207.4572	0.47758452126819706	0.5899373075301753
35.56394934654236	4	2069	38	9.853497730647797	536.7150401152176	119.29154404967571	883.3716733012286	343.2040652397927	54.44736842105263	11.990560691909748	12560	294	536.7150401152176	0.00023906551337118777	0.36604548	1557.0613	0.5973041081879584	0.6990587561194128
41.44689059257507	5	2144	39	9.850404685721	541.8239674918718	100.61899244385641	804.8211335186958	329.08038251742045	54.97435897435897	10.049842911100853	14704	333	541.8239674918718	0.00023664515120771422	0.35423407	2052.1604	0.6682412533547599	0.7624923268123163
47.455804109573364	6	2066	36	9.863337823610939	566.1660558697628	85.39820177692634	753.0525873364664	376.6239086382191	57.388888888888886	8.564389378823147	16770	369	566.1660558697628	0.0002456274012703282	0.3504775	1165.7515	0.7761094325685092	0.835545946550877
53.64679718017578	7	2083	34	9.870069762539442	604.9166495184777	108.0698871849819	814.3771475188612	443.3317295779071	61.26470588235294	10.80116775693697	18853	403	604.9166495184777	0.0002477518444818715	0.34619036	1018.1442	0.805333984835141	0.8535982891029793
59.774277448654175	8	2089	33	9.866618701629339	624.8315889039038	116.7795144650411	931.9267210138069	451.43397993743463	63.303030303030305	11.691708661411475	20942	436	624.8315889039038	0.0002505502284380349	0.3555387	1807.609	0.8138404657542855	0.8631386686450179
65.93249893188477	9	2088	35	9.859445815088426	588.4459589959022	117.14102744164074	1011.0542553556505	432.79389260357925	59.65714285714286	11.722854009261097	23030	471	624.8315889039038	0.0002598210833199839	0.35049817	1071.3958	0.8509787670939017	0.8856430865992971
72.32847571372986	10	2151	36	9.862779035788392	589.4570761546561	85.1942785822857	870.7522961067256	481.4306990739776	59.75	8.512653979680941	25181	507	624.8315889039038	0.0002704775761377618	0.3494196	568.91156	0.9239700089214735	0.9435475157802866
78.56627821922302	11	2099	32	9.870642107569791	647.753851783546	145.59338967910966	1160.1049548993938	481.88256680585226	65.59375	14.581365194572832	27280	539	647.753851783546	0.00027460896171459384	0.3620533	1464.7943	0.9045628879942913	0.9328758673624378
85.31103610992432	12	2114	32	9.870818247396262	652.3033375797784	123.21813133124273	980.9534163015327	452.28740257910476	66.0625	12.351461198983706	29394	571	652.3033375797784	0.0002791771978587892	0.35538477	1593.815	0.8876594162596277	0.9187761513626117
91.5387122631073	13	2067	32	9.868156483398423	637.629521488149	118.07904106976325	981.1899069237232	490.60153572454834	64.59375	11.83178815469158	31461	603	652.3033375797784	0.00028463420116674	0.3491683	1226.3752	0.932284445470869	0.9426089134148344
97.7019510269165	14	2217	34	9.862990960631773	643.4769743001347	153.0171465232714	1149.3443671962273	481.238991027981	65.20588235294117	15.329286487682761	33678	637	652.3033375797784	0.0002804212998678525	0.35643205	1567.8284	0.91293129568483	0.9320781057540807
