Time	Iteration	NumSamples	NumberOfRollouts	MeanSumOfRewards	StdSumOfRewards	MaxSumOfRewards	MinSumOfRewards	MeanRolloutLens	StdRolloutLens	TotalNumberOfSamples	TotalNumberOfRollouts	BestSumOfRewards	stepsize	std	g_norm	ExplainVarianceBefore(AE)	ExplainVarianceAfter(AE)
8.418157577514648	0	2001	288	6.947916666666667	2.699163161210032	17.0	3.0	6.947916666666667	2.699163161210032	4002	509	6.947916666666667	0.03593903098258038	0.13506515	21.721813	0.3049714823699905	0.3442100972874741
19.30838704109192	1	2003	279	7.17921146953405	2.890498230994268	20.0	3.0	7.17921146953405	2.890498230994268	6005	788	7.17921146953405	0.034398842681759204	0.13480252	24.456985	0.5119871558530951	0.5372303604260162
31.20303249359131	2	2003	259	7.7335907335907335	3.431974206224768	24.0	4.0	7.7335907335907335	3.431974206224768	8008	1047	7.7335907335907335	0.032119017190714444	0.13453747	32.146374	0.4669850399119855	0.48434035724968905
43.08976912498474	3	2003	243	8.242798353909466	3.851500107044681	24.0	3.0	8.242798353909466	3.851500107044681	10011	1290	8.242798353909466	0.031338093708484144	0.13427217	31.676008	0.4583012816396782	0.4681255943268834
54.24800229072571	4	2004	225	8.906666666666666	3.986109214091689	23.0	4.0	8.906666666666666	3.986109214091689	12015	1515	8.906666666666666	0.029980975969151655	0.13400513	40.313503	0.45463164972184966	0.4617978257841924
64.9590072631836	5	2006	202	9.930693069306932	4.621853868635537	28.0	3.0	9.930693069306932	4.621853868635537	14021	1717	9.930693069306932	0.027762006958928977	0.133739	55.96505	0.4094312963202634	0.42192644116410283
74.7418315410614	6	2007	198	10.136363636363637	4.488660337488721	23.0	4.0	10.136363636363637	4.488660337488721	16028	1915	10.136363636363637	0.02659386790108052	0.13347232	56.802677	0.40510524620740207	0.4140651429004101
84.69052815437317	7	2013	182	11.06043956043956	4.907011783351601	27.0	4.0	11.06043956043956	4.907011783351601	18041	2097	11.06043956043956	0.02573896780400194	0.13321468	59.10442	0.4279892141653152	0.43645131732689657
94.21862030029297	8	2000	163	12.269938650306749	5.724837018810381	36.0	3.0	12.269938650306749	5.724837018810381	20041	2260	12.269938650306749	0.024128618466680712	0.13296658	80.02432	0.4169033333516622	0.43414518727596885
103.56916284561157	9	2002	154	13.0	5.86647972941051	29.0	4.0	13.0	5.86647972941051	22043	2414	13.0	0.022762823061043273	0.13271114	92.20643	0.407704783238658	0.4213269881233017
113.04802393913269	10	2011	152	13.230263157894736	5.808875236196358	35.0	4.0	13.230263157894736	5.808875236196358	24054	2566	13.230263157894736	0.02201430782207296	0.13245119	87.27739	0.42389451328076944	0.4328346778872031
122.35282373428345	11	2008	122	16.459016393442624	6.747370515140228	36.0	4.0	16.459016393442624	6.747370515140228	26062	2688	16.459016393442624	0.020318835127035736	0.13218568	130.51155	0.43222549893146334	0.45488514743362474
131.13162684440613	12	2002	100	20.02	9.174944141519338	43.0	6.0	20.02	9.174944141519338	28064	2788	20.02	0.018735372370743162	0.1319187	157.00046	0.3787103794974652	0.41513766300656285
139.03089547157288	13	2001	75	26.68	12.023488123945842	64.0	7.0	26.68	12.023488123945842	30065	2863	26.68	0.01615227740925219	0.13167715	268.83942	0.3107265100760468	0.3617432996707609
146.6491732597351	14	2004	74	27.08108108108108	11.947810787547963	67.0	5.0	27.08108108108108	11.947810787547963	32069	2937	27.08108108108108	0.015134773872700562	0.13142727	253.27115	0.3699495912377342	0.4065574370805489
154.26159405708313	15	2017	58	34.775862068965516	11.442574920382267	58.0	6.0	34.775862068965516	11.442574920382267	34086	2995	34.775862068965516	0.014321459243411922	0.13117708	278.4371	0.4692438318633312	0.5226560798412102
161.8539843559265	16	2003	54	37.092592592592595	13.233331260171287	62.0	8.0	37.092592592592595	13.233331260171287	36089	3049	37.092592592592595	0.013731199245387463	0.13091747	270.45325	0.5383289713128765	0.6154826014646402
168.91167664527893	17	2018	52	38.80769230769231	14.46486254759132	83.0	6.0	38.80769230769231	14.46486254759132	38107	3101	38.80769230769231	0.013302959703517105	0.13065751	284.1118	0.5504854325379551	0.6076959366607076
176.43794679641724	18	2030	48	42.291666666666664	14.038575327369307	69.0	16.0	42.291666666666664	14.038575327369307	40137	3149	42.291666666666664	0.01277461419684652	0.13039203	315.08124	0.5941504902725714	0.6355541424208587
183.49261093139648	19	2031	44	46.15909090909091	15.513840128646102	90.0	18.0	46.15909090909091	15.513840128646102	42168	3193	46.15909090909091	0.012316161287664284	0.13011812	330.99188	0.5541349119396981	0.6376334181037061
